"tournament","city","country","date","tournament_type","discipline","round","winner","nb_sets","retired","game_1_score","game_2_score","game_3_score","team_one_players","team_two_players","team_one_nationalities","team_two_nationalities","team_one_total_points","team_two_total_points","team_one_most_consecutive_points","team_two_most_consecutive_points","team_one_game_points","team_two_game_points","team_one_most_consecutive_points_game_1","team_two_most_consecutive_points_game_1","team_one_game_points_game_1","team_two_game_points_game_1","game_1_scores","team_one_most_consecutive_points_game_2","team_two_most_consecutive_points_game_2","team_one_game_points_game_2","team_two_game_points_game_2","game_2_scores","team_one_most_consecutive_points_game_3","team_two_most_consecutive_points_game_3","team_one_game_points_game_3","team_two_game_points_game_3","game_3_scores","men_team_one_lower","men_team_two_lower","player_one_ranking"
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Qualification round of 16",1,2,"False","21-6","21-4","","Kaian Wu","Jingtong Chen","CHN","AUS",42,10,16,2,2,0,7,1,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '11-4', '12-4', '12-5', '13-5', '14-5', '15-5', '16-5', '17-5', '18-5', '18-6', '19-6', '20-6', '21-6']",16,2,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '17-4', '18-4', '19-4', '20-4', '21-4']",NA,NA,NA,NA,"[]","kaian wu","jingtong chen",NA
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Qualification round of 16",1,2,"False","21-15","21-19","","Sheng Po Yu","Kuan-Ting Lin","TPE","TPE",42,34,5,3,2,0,5,2,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",3,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '18-16', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']",NA,NA,NA,NA,"[]","sheng po yu","kuan-ting lin",1846
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Qualification round of 16",1,3,"False","21-17","16-21","21-12","Xujun Chen","Xiang Li","CHN","CHN",58,50,5,5,3,3,5,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '20-17', '21-17']",2,5,0,3,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '9-15', '10-15', '10-16', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '14-19', '14-20', '15-20', '16-20', '16-21']",4,2,2,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '11-7', '12-7', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']","xujun chen","xiang li",NA
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,3,"False","21-13","5-21","21-15","Haichao Liu","Chia Hung Lu","CHN","TPE",47,49,6,9,3,2,6,3,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '14-11', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",2,9,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '3-11', '3-12', '3-13', '3-14', '3-15', '3-16', '3-17', '4-17', '4-18', '4-19', '4-20', '5-20', '5-21']",5,3,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '17-11', '17-12', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '21-15']","haichao liu","chia hung lu",NA
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,3,"False","17-21","21-16","21-16","Chun-Yi Lin","Wei Chi Liu","TPE","TPE",59,53,6,6,2,1,5,5,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '12-15', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '17-19', '17-20', '17-21']",6,5,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '15-12', '16-12', '17-12', '18-12', '18-13', '18-14', '18-15', '18-16', '19-16', '20-16', '21-16']",5,4,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '11-8', '11-9', '11-10', '12-10', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '18-13', '19-13', '19-14', '19-15', '19-16', '20-16', '21-16']","chun-yi lin","wei chi liu",242
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",2,2,"False","7-21","9-21","","Namboun Luangamath","Xiaodong Sheng","LAO","CAN",16,42,3,12,0,2,1,12,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '0-8', '0-9', '0-10', '0-11', '0-12', '1-12', '1-13', '2-13', '2-14', '3-14', '3-15', '4-15', '4-16', '5-16', '5-17', '6-17', '6-18', '7-18', '7-19', '7-20', '7-21']",3,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '1-7', '1-8', '1-9', '2-9', '3-9', '3-10', '4-10', '5-10', '6-10', '6-11', '6-12', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '8-17', '9-17', '9-18', '9-19', '9-20', '9-21']",NA,NA,NA,NA,"[]","namboun luangamath","xiaodong sheng",601
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",2,3,"False","21-12","19-21","19-21","Joo Ven Soong","Chi Wing Lim","MAS","MAS",59,54,7,6,1,4,7,6,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '14-5', '15-5', '16-5', '17-5', '17-6', '18-6', '19-6', '19-7', '19-8', '19-9', '19-10', '19-11', '19-12', '20-12', '21-12']",6,5,0,2,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '10-15', '11-15', '12-15', '13-15', '14-15', '14-16', '15-16', '16-16', '16-17', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '19-21']",4,5,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '19-21']","joo ven soong","chi wing lim",76
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",2,2,"False","18-21","14-21","","Chengming Ren","Yang Yang","CHN","TPE",32,42,3,4,0,5,3,4,0,4,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '11-14', '11-15', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '17-20', '18-20', '18-21']",2,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '13-15', '13-16', '13-17', '14-17', '14-18', '14-19', '14-20', '14-21']",NA,NA,NA,NA,"[]","chengming ren","yang yang",NA
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,3,"False","21-11","24-26","21-12","Kean Yew Loh","Yen Chun Chen","SGP","TPE",66,49,8,5,6,4,4,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '11-4', '12-4', '12-5', '13-5', '13-6', '14-6', '14-7', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",4,5,4,4,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '5-10', '5-11', '6-11', '7-11', '8-11', '9-11', '9-12', '9-13', '10-13', '11-13', '11-14', '11-15', '12-15', '12-16', '13-16', '14-16', '15-16', '16-16', '16-17', '16-18', '16-19', '17-19', '17-20', '18-20', '19-20', '20-20', '21-20', '21-21', '22-21', '22-22', '23-22', '23-23', '24-23', '24-24', '24-25', '24-26']",8,3,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']","kean yew loh","yen chun chen",61
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",2,2,"False","5-21","4-21","","Chun Kar Lung","Young Woong Ha","ENG","KOR",9,42,2,10,0,2,1,7,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '2-8', '2-9', '3-9', '3-10', '3-11', '3-12', '3-13', '3-14', '4-14', '4-15', '4-16', '5-16', '5-17', '5-18', '5-19', '5-20', '5-21']",2,10,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '3-10', '3-11', '3-12', '3-13', '3-14', '3-15', '3-16', '4-16', '4-17', '4-18', '4-19', '4-20', '4-21']",NA,NA,NA,NA,"[]","chun kar lung","young woong ha",NA
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,2,"False","23-21","22-20","","Donghun Kim","Ikhsan Leonardo Imanuel Rumbay","KOR","INA",45,41,7,5,3,3,3,5,1,3,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '22-21', '23-21']",7,4,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '16-18', '17-18', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '22-20']",NA,NA,NA,NA,"[]","donghun kim","ikhsan leonardo imanuel rumbay",526
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,2,"False","21-15","21-10","","Iskandar Zulkarnain","Liang Liu","MAS","CHN",42,25,7,3,2,0,6,3,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']",7,2,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",NA,NA,NA,NA,"[]","iskandar zulkarnain","liang liu",125
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,2,"False","21-13","21-14","","June Wei Cheam","Daniel Fan","MAS","AUS",42,27,6,3,3,0,4,3,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '14-9', '14-10', '15-10', '16-10', '16-11', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",6,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",NA,NA,NA,NA,"[]","june wei cheam","daniel fan",73
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,3,"False","18-21","21-13","21-11","Chia Hao Lee","En Chia Chang","TPE","TPE",60,45,10,3,4,2,5,3,0,2,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '15-19', '16-19', '17-19', '17-20', '18-20', '18-21']",6,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",6,3,3,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '20-10', '20-11', '21-11']","chia hao lee","en chia chang",155
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,2,"False","21-5","21-8","","Weiyi Zhang","Batdavaa Munkhbat","CHN","MGL",42,13,9,3,2,0,7,2,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '12-4', '13-4', '14-4', '15-4', '16-4', '16-5', '17-5', '18-5', '19-5', '20-5', '21-5']",6,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '6-2', '7-2', '8-2', '9-2', '9-3', '9-4', '10-4', '11-4', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '20-8', '21-8']",NA,NA,NA,NA,"[]","weiyi zhang","batdavaa munkhbat",NA
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",2,2,"False","15-21","12-21","","Yufeng Cao","Lanxi Lei","CHN","CHN",27,42,4,4,0,5,4,4,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '13-14', '13-15', '13-16', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '15-21']",3,4,0,4,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '6-13', '6-14', '7-14', '8-14', '8-15', '8-16', '8-17', '9-17', '9-18', '9-19', '9-20', '10-20', '11-20', '12-20', '12-21']",NA,NA,NA,NA,"[]","yufeng cao","lanxi lei",545
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,2,"False","21-13","21-11","","Shiau Cheng Chen","Xujun Chen","TPE","CHN",42,24,10,4,2,0,6,4,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '18-13', '19-13', '20-13', '21-13']",7,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '7-1', '8-1', '8-2', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '13-4', '14-4', '14-5', '14-6', '14-7', '15-7', '16-7', '16-8', '17-8', '17-9', '17-10', '17-11', '18-11', '19-11', '20-11', '21-11']",NA,NA,NA,NA,"[]","shiau cheng chen","xujun chen",381
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",2,3,"False","9-21","21-15","14-21","Sheng Po Yu","Chih Chieh Yang","TPE","TPE",44,57,5,8,2,7,3,8,0,2,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '3-9', '4-9', '5-9', '5-10', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '9-20', '9-21']",4,3,2,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '16-11', '16-12', '16-13', '17-13', '18-13', '18-14', '19-14', '20-14', '20-15', '21-15']",5,8,0,5,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '2-14', '3-14', '4-14', '4-15', '5-15', '6-15', '7-15', '8-15', '9-15', '9-16', '9-17', '10-17', '10-18', '10-19', '10-20', '11-20', '12-20', '13-20', '14-20', '14-21']","sheng po yu","chih chieh yang",1846
"Lingshui China Masters 2019","Lingshui","China",2019-03-12,"BWF Tour Super 100","MS","Round of 64",1,3,"False","21-10","13-21","21-12","Yu Jen Chi","Kaian Wu","TPE","CHN",55,43,9,5,3,1,9,3,2,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '18-6', '18-7', '19-7', '19-8', '19-9', '20-9', '20-10', '21-10']",2,5,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '11-15', '12-15', '12-16', '12-17', '13-17', '13-18', '13-19', '13-20', '13-21']",3,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '17-9', '18-9', '18-10', '18-11', '18-12', '19-12', '20-12', '21-12']","yu jen chi","kaian wu",185
"Lingshui China Masters 2019","Lingshui","China",2019-03-13,"BWF Tour Super 100","MS","Round of 32",1,2,"False","21-15","21-16","","Ihsan Maulana Mustofa","Xiaodong Sheng","INA","CAN",42,31,7,4,4,0,5,4,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '13-9', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",7,3,3,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '11-3', '12-3', '12-4', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '15-8', '16-8', '16-9', '17-9', '17-10', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '20-15', '20-16', '21-16']",NA,NA,NA,NA,"[]","ihsan maulana mustofa","xiaodong sheng",40
"Lingshui China Masters 2019","Lingshui","China",2019-03-13,"BWF Tour Super 100","MS","Round of 32",2,3,"False","18-21","21-18","7-21","Hsuan Yi Hsueh","Iskandar Zulkarnain","TPE","MAS",46,60,4,7,1,2,4,7,0,1,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '18-18', '18-19', '18-20', '18-21']",3,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '18-16', '18-17', '19-17', '19-18', '20-18', '21-18']",2,7,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '5-12', '6-12', '6-13', '6-14', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '7-20', '7-21']","hsuan yi hsueh","iskandar zulkarnain",140
"Lingshui China Masters 2019","Lingshui","China",2019-03-13,"BWF Tour Super 100","MS","Round of 32",1,3,"False","20-22","21-15","21-6","Jiahao Yu","Shiau Cheng Chen","CHN","TPE",62,43,8,8,3,5,4,8,0,5,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '10-16', '10-17', '11-17', '12-17', '13-17', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']",5,3,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '18-14', '19-14', '20-14', '20-15', '21-15']",7,2,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '7-1', '8-1', '9-1', '10-1', '10-2', '11-2', '11-3', '12-3', '13-3', '14-3', '14-4', '14-5', '15-5', '15-6', '16-6', '17-6', '18-6', '19-6', '20-6', '21-6']","jiahao yu","shiau cheng chen",NA
