tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_rankings,team_two_rankings,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,2,2,FALSE,20-22,14-21,,Dong Keun Lee,Sheng Po Yu,KOR,TPE,32,712,34,43,5,8,1,3,5,4,1,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '18-14', '18-15', '18-16', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '20-21', '20-22']",4,8,0,2,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,2,FALSE,21-16,21-10,,Koki Watanabe,H. S. Prannoy,JPN,IND,68,26,42,26,5,4,2,0,5,4,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '19-16', '20-16', '21-16']",4,2,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '12-6', '13-6', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '18-10', '19-10', '20-10', '21-10']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,2,FALSE,21-14,21-11,,Sourabh Verma,Sankeerth B. R.,IND,CAN,46,94,42,25,7,4,3,0,5,4,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",7,2,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '21-11']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,2,FALSE,21-17,21-10,,Tzu Wei Wang,Ygor Coelho,TPE,BRA,30,57,42,27,6,3,4,0,4,3,3,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '14-9', '14-10', '15-10', '15-11', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",6,2,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '16-9', '17-9', '18-9', '19-9', '19-10', '20-10', '21-10']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,2,2,FALSE,15-21,13-21,,Kai Schaefer,Lucas Claerbout,GER,FRA,80,84,28,42,6,9,0,2,6,9,0,1,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '15-21']",3,5,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '10-14', '10-15', '10-16', '11-16', '11-17', '12-17', '12-18', '13-18', '13-19', '13-20', '13-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,2,2,FALSE,19-21,17-21,,Ajay Jayaram,Rajiv Ouseph,IND,ENG,64,35,36,42,4,5,0,3,3,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']",4,5,0,2,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '12-7', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20', '17-20', '17-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,2,2,FALSE,7-21,13-21,,Lakshya Sen,Hong Yang Weng,IND,CHN,82,163,20,42,4,9,0,3,1,9,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '1-11', '2-11', '2-12', '3-12', '3-13', '3-14', '3-15', '4-15', '4-16', '5-16', '5-17', '5-18', '6-18', '6-19', '7-19', '7-20', '7-21']",4,6,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '13-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-03,BWF Tour Super 100,MS,Round of 32,1,3,FALSE,21-12,18-21,21-17,Fei Xiang Sun,Chao Yu Kan,CHN,TPE,105,328,60,50,4,4,2,1,4,2,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '21-12']",4,4,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '14-15', '14-16', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '18-21']",4,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '15-11', '15-12', '15-13', '16-13', '17-13', '17-14', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '21-17']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,2,2,FALSE,15-21,17-21,,Hong Yang Weng,Rajiv Ouseph,CHN,ENG,163,35,32,42,4,7,0,3,4,7,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '15-21']",3,6,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '15-18', '16-18', '16-19', '16-20', '17-20', '17-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,2,3,FALSE,21-11,17-21,18-21,Lan Xi Lei,Koki Watanabe,CHN,JPN,403,68,56,53,6,6,2,4,6,2,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '21-11']",3,4,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '17-21']",4,6,0,3,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '18-21']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,2,2,FALSE,8-21,13-21,,Sheng Po Yu,Lucas Claerbout,TPE,FRA,712,84,21,42,5,10,0,3,2,10,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21']",5,7,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '6-12', '7-12', '8-12', '9-12', '9-13', '10-13', '10-14', '10-15', '10-16', '10-17', '10-18', '11-18', '12-18', '12-19', '12-20', '13-20', '13-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,1,3,FALSE,23-21,21-23,21-19,Kashyap Parupalli,Peng Bo Ren,IND,CHN,36,NA,65,63,4,4,8,2,4,3,4,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '17-16', '18-16', '18-17', '19-17', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']",3,4,1,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '19-18', '19-19', '19-20', '20-20', '21-20', '21-21', '21-22', '21-23']",3,3,3,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '16-15', '16-16', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '20-19', '21-19']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,2,3,FALSE,19-21,21-15,10-21,Hai Chao Liu,Shi Feng Li,CHN,CHN,113,NA,50,57,5,6,1,4,4,4,0,2,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '18-18', '18-19', '18-20', '19-20', '19-21']",5,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '19-14', '19-15', '20-15', '21-15']",2,6,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '5-14', '5-15', '6-15', '6-16', '6-17', '7-17', '7-18', '8-18', '8-19', '9-19', '9-20', '10-20', '10-21']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,1,2,FALSE,21-17,21-9,,Tzu Wei Wang,Victor Svendsen,TPE,DEN,30,50,42,26,5,5,4,0,4,5,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '16-16', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",5,2,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '16-7', '16-8', '17-8', '18-8', '19-8', '20-8', '20-9', '21-9']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,1,3,FALSE,21-16,21-23,22-20,Kwang Hee Heo,Chun-Yi Lin,KOR,TPE,62,140,64,59,6,5,4,2,4,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '19-16', '20-16', '21-16']",6,5,1,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",5,4,2,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '12-11', '12-12', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '15-18', '15-19', '16-19', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '22-20']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-04,BWF Tour Super 100,MS,Round of 16,1,3,FALSE,21-13,15-21,21-15,Sourabh Verma,Fei Xiang Sun,IND,CHN,46,105,57,49,11,7,5,2,6,3,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",3,7,0,2,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '9-15', '10-15', '11-15', '11-16', '12-16', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '15-20', '15-21']",11,7,4,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '15-4', '15-5', '15-6', '15-7', '15-8', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '20-14', '20-15', '21-15']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-05,BWF Tour Super 100,MS,Quarter final,2,2,FALSE,17-21,19-21,,Rajiv Ouseph,Koki Watanabe,ENG,JPN,35,68,36,42,5,7,0,3,4,5,0,2,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20', '17-20', '17-21']",5,7,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '14-14', '14-15', '14-16', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '19-18', '19-19', '19-20', '19-21']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-05,BWF Tour Super 100,MS,Quarter final,2,3,FALSE,21-12,21-23,22-24,Lucas Claerbout,Kashyap Parupalli,FRA,IND,84,36,64,59,6,5,3,8,4,2,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",3,4,0,4,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '21-23']",6,5,1,4,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '9-7', '9-8', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '18-15', '18-16', '18-17', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '22-21', '22-22', '22-23', '22-24']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-05,BWF Tour Super 100,MS,Quarter final,1,2,FALSE,21-15,21-11,,Shi Feng Li,Sourabh Verma,CHN,IND,NA,46,42,26,14,5,3,0,5,2,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '18-13', '18-14', '18-15', '19-15', '20-15', '21-15']",14,5,2,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '14-9', '15-9', '16-9', '17-9', '18-9', '18-10', '19-10', '20-10', '20-11', '21-11']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-05,BWF Tour Super 100,MS,Quarter final,1,2,FALSE,21-12,21-11,,Tzu Wei Wang,Kwang Hee Heo,TPE,KOR,30,62,42,23,5,3,2,0,5,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '9-3', '9-4', '10-4', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '19-12', '20-12', '21-12']",4,2,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '16-8', '16-9', '17-9', '18-9', '19-9', '19-10', '19-11', '20-11', '21-11']",NA,NA,NA,NA,[]
2019 YONEX Canada Open,Calgary,Canada,2019-07-06,BWF Tour Super 100,MS,Semi final,1,3,FALSE,14-21,21-17,21-18,Kashyap Parupalli,Tzu Wei Wang,IND,TPE,36,30,56,56,5,6,4,2,4,6,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '13-17', '13-18', '13-19', '13-20', '14-20', '14-21']",5,3,3,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",4,5,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '3-8', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '8-11', '9-11', '9-12', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '18-17', '19-17', '19-18', '20-18', '21-18']"
2019 YONEX Canada Open,Calgary,Canada,2019-07-06,BWF Tour Super 100,MS,Semi final,2,3,FALSE,22-20,10-21,11-21,Koki Watanabe,Shi Feng Li,JPN,CHN,68,NA,43,62,5,7,1,4,5,4,1,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '5-12', '5-13', '6-13', '7-13', '7-14', '8-14', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '19-20', '20-20', '21-20', '22-20']",2,5,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '8-19', '9-19', '10-19', '10-20', '10-21']",3,6,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '10-20', '11-20', '11-21']"
